City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
35,tura,62,IN,1560164655,64,25.52,90.21,91.34,4.36
36,yakeshi,83,CN,1560164655,61,49.28,120.73,65.06,5.7
37,gat,20,SN,1560164656,78,14.69,-16.54,78.8,9.17
38,kapaa,20,US,1560164483,83,22.08,-159.32,75.2,5.82
39,carnarvon,0,ZA,1560164656,39,-30.97,22.13,59.48,8.9
40,alindao,100,CF,1560164657,37,5.04,21.21,96.38,1.19
41,khatanga,100,RU,1560164657,83,71.98,102.47,38.78,10.74
42,cherskiy,31,RU,1560164657,42,68.75,161.3,62.9,6.4
43,ypacarai,75,PY,1560164658,60,-25.41,-57.29,69.8,11.41
44,torbay,90,CA,1560164658,93,47.66,-52.73,43.0,14.99
45,sitka,0,US,1560164659,91,37.17,-99.65,45.0,6.2
46,punta arenas,20,CL,1560164659,80,-53.16,-70.91,33.8,17.22
47,busselton,48,AU,1560164659,57,-33.64,115.35,50.0,35.88
48,keetmanshoop,0,NA,1560164660,12,-26.57,18.15,68.0,2.24
49,la ronge,75,CA,1560164660,86,55.1,-105.3,41.0,6.93
50,butaritari,4,KI,1560164660,81,3.07,172.79,84.86,17.81
51,maslova pristan,75,RU,1560164661,48,50.46,36.74,89.6,6.71
52,yellowknife,20,CA,1560164661,80,62.45,-114.38,35.6,6.93
53,vaini,75,IN,1560164661,44,15.34,74.49,93.2,13.87
54,hithadhoo,18,MV,1560164408,74,-0.6,73.08,84.86,6.6
55,ostrovnoy,64,RU,1560164662,65,68.05,39.51,58.4,2.64
56,bandarbeyla,100,SO,1560164663,41,9.49,50.81,91.88,29.64
57,maraa,25,BR,1560164663,95,-1.83,-65.37,75.68,0.69
58,hobart,86,AU,1560164652,68,-42.88,147.33,54.0,5.99
59,puerto escondido,100,MX,1560164664,80,15.86,-97.07,79.46,3.22
60,codrington,90,AU,1560164664,87,-28.95,153.24,61.0,6.93
61,tiksi,0,RU,1560164665,46,71.64,128.87,57.32,11.25
62,owensboro,20,US,1560164665,100,37.77,-87.11,71.6,11.74
63,lebu,75,ET,1560164665,82,8.96,38.73,64.4,6.93
64,dikson,64,RU,1560164666,92,73.51,80.55,31.4,6.78
65,nikolskoye,75,RU,1560164666,46,59.7,30.79,71.01,13.42
66,bar-le-duc,90,FR,1560164666,64,48.77,5.16,73.0,5.82
67,atasu,87,KZ,1560164667,49,48.68,71.64,65.06,10.8
68,takayama,75,JP,1560164571,93,36.14,137.25,66.2,3.36
69,elizabeth city,40,US,1560164668,100,36.3,-76.22,75.99,4.03
70,pacific grove,1,US,1560164668,59,36.62,-121.92,71.01,7.7
71,saskylakh,95,RU,1560164669,37,71.97,114.09,72.08,14.94
72,henderson,1,US,1560164670,9,36.04,-114.98,78.8,12.75
73,lata,4,IN,1560164670,29,30.78,78.62,52.82,8.5
74,souillac,20,FR,1560164671,52,45.6,-0.6,68.0,12.75
75,griffith,75,AU,1560164671,100,-34.29,146.06,59.0,4.52
76,axim,96,GH,1560164671,75,4.87,-2.24,82.7,12.57
77,arraial do cabo,75,BR,1560164672,94,-22.97,-42.02,68.0,6.08
78,namibe,0,AO,1560164672,51,-15.19,12.15,80.6,11.41
79,pevek,0,RU,1560164672,79,69.7,170.27,37.88,1.07
80,svetlaya,21,RU,1560164673,97,46.54,138.33,43.46,2.1
81,bluff,14,AU,1560164462,81,-23.58,149.07,63.26,7.43
82,yerbogachen,100,RU,1560164675,71,61.28,108.01,65.42,7.23
83,saint-georges,89,CA,1560164675,84,46.12,-70.67,57.99,2.48
84,wilmington,90,US,1560164675,100,39.75,-75.55,64.0,13.87
85,oberstdorf,75,DE,1560164676,77,47.41,10.28,73.99,6.93
86,quixeramobim,37,BR,1560164676,62,-5.2,-39.3,80.72,6.44
87,new norfolk,86,AU,1560164677,46,-42.78,147.06,54.0,11.99
88,hermanus,4,ZA,1560164677,73,-34.42,19.24,63.0,5.99
89,isangel,0,VU,1560164677,68,-19.55,169.27,74.24,14.16
90,grand forks,1,US,1560164678,81,47.91,-97.06,53.6,3.36
91,vigia,20,PT,1560164678,72,40.51,-8.69,66.99,13.87
92,kenai,1,US,1560164416,87,60.55,-151.26,46.4,4.7
93,saint-pierre-des-corps,40,FR,1560164678,67,47.39,0.72,63.0,10.29
94,jardim,52,BR,1560164679,72,-21.48,-56.15,65.42,8.81
95,katsuura,75,JP,1560164679,73,33.93,134.5,71.6,12.75
96,ribeira grande,20,PT,1560164680,77,38.52,-28.7,68.0,4.7
97,salalah,75,OM,1560164680,66,17.01,54.1,91.4,14.99
98,mantua,20,IT,1560164680,51,45.16,10.79,86.0,9.17
99,georgetown,40,GY,1560164681,94,6.8,-58.16,78.8,13.87
100,bambous virieux,90,MU,1560164681,78,-20.34,57.76,77.0,10.29
101,coquimbo,90,CL,1560164682,93,-29.95,-71.34,48.2,11.41
102,mahebourg,90,MU,1560164682,78,-20.41,57.7,77.0,10.29
103,camacha,40,PT,1560164682,60,33.08,-16.33,69.01,17.22
104,norman wells,20,CA,1560164683,65,65.28,-126.83,46.4,2.24
